Rk,Player,Pos,Squad,Age,Born,Nineties,CrdY,CrdR,2CrdY,FoulsPer90,Fld,Off,Crs,Int,TklW,OG,Matches,-9999,Position
704,Azzedine Ounahi,MF,Morocco,26,2000,4.8,0.21,0.0,0.0,0.63,1.46,0.0,0.83,0.21,0.21,0.0,Matches,83299cc0,MF
706,Elisha Owusu,MF,Ghana,28,1997,1.7,0.0,0.0,0.0,1.18,0.0,0.0,1.76,0.0,1.76,0.0,Matches,e2781082,MF
708,Salih Özcan,MF,Türkiye,28,1998,1.1,0.0,0.0,0.0,1.82,1.82,0.0,0.91,3.64,0.91,0.0,Matches,15413fa5,MF
709,Willian Pacho,DF,Ecuador,24,2001,4.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,2.0,0.5,0.0,Matches,ecbe2839,DF
711,Exequiel Palacios,DF,Argentina,27,1998,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,Matches,e82adcab,DF
712,Lucas Paquetá,MF,Brazil,28,1997,2.6,0.0,0.0,0.0,1.15,2.31,0.0,1.92,1.92,1.54,0.0,Matches,9b6f7fd5,MF
713,Leandro Paredes,MF,Argentina,31,1994,5.3,0.38,0.0,0.0,1.7,0.57,0.0,0.38,0.94,1.13,0.0,Matches,dff153a4,MF
714,Thomas Partey,MF,Ghana,33,1993,3.0,0.0,0.0,0.0,0.67,1.67,0.0,0.0,2.0,1.33,0.0,Matches,529f49ab,MF
715,Marco Pašalić,MF,Croatia,25,2000,1.1,0.0,0.0,0.0,0.0,1.82,1.82,10.0,0.91,1.82,0.0,Matches,1866b0f1,MF
716,Mario Pašalić,MF,Croatia,31,1995,1.4,0.0,0.0,0.0,1.43,0.0,0.71,0.71,0.71,0.71,0.0,Matches,e599253a,MF
717,Nathan Patterson,DF,Scotland,24,2001,2.1,0.0,0.0,0.0,0.95,0.0,0.0,0.48,1.43,0.95,0.0,Matches,230f0471,DF
718,João Paulo Fernandes,DF,Cabo Verde,28,1998,1.2,0.0,0.0,0.0,0.0,3.33,0.0,4.17,5.0,0.83,0.0,Matches,afcac9da,DF
719,Aleksandar Pavlovic,MF,Germany,22,2004,3.0,0.33,0.0,0.0,4.33,1.33,0.0,0.33,0.67,1.0,0.0,Matches,2658c82f,MF
720,Tim Payne,DF,New Zealand,32,1994,2.5,0.0,0.0,0.0,0.8,0.8,0.0,4.0,0.4,1.2,0.0,Matches,4e86877c,DF
722,Marcus Pedersen,DF,Norway,25,2000,2.6,0.0,0.0,0.0,1.15,0.38,0.0,2.31,0.0,0.77,0.0,Matches,596cc50e,DF
723,Pedri,MF,Spain,23,2002,5.5,0.18,0.0,0.0,0.73,0.91,0.18,2.36,1.82,1.45,0.0,Matches,0d9b2d31,MF
727,Ivan Perišić,MFDF,Croatia,37,1989,4.0,0.5,0.0,0.0,1.0,0.25,0.0,5.0,1.0,1.0,0.0,Matches,6fe90922,MF
731,Pico,DF,Cabo Verde,33,1992,4.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.63,1.16,0.0,Matches,faef0f92,DF
733,Kevin Pina,MF,Cabo Verde,29,1997,3.9,0.26,0.0,0.0,1.28,0.77,0.0,0.51,0.77,1.79,0.0,Matches,296026ae,MF
734,Wagner Pina,DF,Cabo Verde,23,2002,1.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,Matches,9bf22b95,DF
740,Marin Pongračić,DF,Croatia,28,1997,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,2a6cd437,DF
742,Pedro Porro,DF,Spain,26,1999,6.3,0.0,0.0,0.0,1.59,1.43,0.0,3.81,1.27,1.75,0.0,Matches,27d0a506,DF
743,Stefan Posch,DF,Austria,29,1997,3.7,0.54,0.0,0.0,1.89,0.81,0.0,0.81,2.7,1.08,0.0,Matches,7f609bfc,DF
745,Ángelo Preciado,DFMF,Ecuador,28,1998,1.2,0.0,0.0,0.0,0.0,0.83,0.0,5.83,2.5,0.83,0.0,Matches,eadc8e4f,DF
746,Ruben Providence,MF,Haiti,24,2001,2.4,0.0,0.0,0.0,1.25,2.08,0.0,2.5,0.0,0.83,0.0,Matches,26bab383,MF
749,Gustavo Puerta,MF,Colombia,22,2003,5.2,0.19,0.0,0.0,1.73,1.54,0.0,0.38,0.58,0.58,0.0,Matches,2c08cab0,MF
750,Christian Pulisic,MF,USA,27,1998,2.5,0.0,0.0,0.0,0.4,3.2,0.8,1.6,0.0,0.4,0.0,Matches,1bf33a9a,MF
751,Ahmed Qasem,MFFW,Iraq,22,2003,1.4,0.0,0.0,0.0,0.0,0.71,0.0,0.71,0.0,0.0,0.0,Matches,27219ecb,MF
752,Jarell Quansah,DF,England,23,2003,2.2,0.45,0.45,0.0,0.91,0.91,0.0,0.45,0.0,0.0,0.0,Matches,4125cb98,DF
756,Ramy Rabia,DF,Egypt,33,1993,4.1,0.0,0.0,0.0,0.73,0.49,0.0,0.0,0.73,1.22,0.0,Matches,e32afa36,DF
757,Adrien Rabiot,MF,France,31,1995,6.5,0.15,0.0,0.0,2.0,0.62,0.15,0.31,1.69,1.08,0.0,Matches,8794e251,MF
758,Stjepan Radeljić,DF,Bosnia–Herz,28,1997,2.0,0.5,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.5,0.0,Matches,30e03a25,DF
763,Jiovany Ramos,DF,Panama,29,1997,1.8,0.0,0.0,0.0,1.11,0.56,0.0,0.0,1.67,0.56,0.0,Matches,30cda59f,DF
766,Raphinha,MFFW,Brazil,29,1996,1.4,0.0,0.0,0.0,0.71,1.43,1.43,6.43,0.0,0.0,0.0,Matches,3423f250,MF
767,Nizar Al Rashdan,MF,Jordan,27,1999,2.8,0.0,0.0,0.0,1.79,1.43,0.0,0.0,0.71,1.79,0.0,Matches,feaa0ffd,MF
768,Marcus Rashford,MF,England,28,1997,2.5,0.0,0.0,0.0,2.0,0.4,0.4,6.8,0.0,0.8,0.0,Matches,a1d5bd30,MF
769,Nicolas Raskin,MF,Belgium,25,2001,3.8,0.0,0.0,0.0,3.16,0.79,0.0,1.84,0.53,1.32,0.0,Matches,dba1f190,MF
770,David Raum,DF,Germany,28,1998,1.2,0.0,0.0,0.0,1.67,0.0,0.0,10.8,0.83,0.83,0.0,Matches,7d450ed3,DF
771,Noor Al Rawabdeh,MF,Jordan,29,1997,3.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.67,2.33,0.0,Matches,3bb06c86,MF
774,Tim Ream,DF,USA,38,1987,4.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,0.25,0.0,Matches,28b40c9c,DF
775,Tijjani Reijnders,MF,Netherlands,27,1998,2.2,0.0,0.0,0.0,0.0,1.36,0.45,6.82,0.91,0.0,0.0,Matches,afb61630,MF
776,Omar Rekik,DF,Tunisia,24,2001,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.5,1.0,0.0,Matches,e69e0f7b,DF
777,Israel Reyes,DF,Mexico,26,2000,2.2,0.0,0.0,0.0,0.45,0.0,0.0,0.91,1.36,0.45,0.0,Matches,0db8bbc4,DF
778,Gio Reyna,MF,USA,23,2002,1.5,0.0,0.0,0.0,0.67,2.0,0.0,0.67,0.0,0.0,0.0,Matches,7fa4e703,MF
779,Ramin Rezaeian,DFMF,IR Iran,36,1990,3.0,0.0,0.0,0.0,0.67,1.0,0.33,6.0,0.67,1.67,0.0,Matches,c0ae3446,DF
780,Chadi Riad,DF,Morocco,22,2003,3.8,0.0,0.0,0.0,0.0,0.26,0.0,0.0,1.05,0.26,0.0,Matches,b3b9b8b8,DF
781,Declan Rice,MF,England,27,1999,6.2,0.32,0.0,0.0,0.65,0.0,0.16,7.1,0.81,0.48,0.0,Matches,1c7012b8,MF
782,Chris Richards,DF,USA,26,2000,4.0,0.25,0.0,0.0,2.0,0.75,0.0,0.0,1.0,0.75,0.0,Matches,0a3d6d2b,DF
783,Fabian Rieder,MFFW,Switzerland,24,2002,3.4,0.0,0.0,0.0,0.88,1.76,0.0,3.82,0.29,0.88,0.0,Matches,c2bd8585,MF
784,Richard Ríos,MF,Colombia,26,2000,1.6,0.63,0.0,0.0,6.25,2.5,0.0,0.63,0.63,1.25,0.0,Matches,72da065d,MF
785,Ró-Ró,DF,Qatar,35,1990,3.0,0.0,0.0,0.0,0.33,2.33,0.0,0.67,1.0,1.33,0.0,Matches,8735fe66,DF
786,Andy Robertson,DF,Scotland,32,1994,2.5,0.4,0.0,0.0,1.2,0.4,0.0,4.0,0.8,0.4,0.0,Matches,2e4f5f03,DF
787,Antonee Robinson,DFMF,USA,28,1997,3.9,0.26,0.0,0.0,1.03,0.26,0.0,4.62,1.54,1.03,0.0,Matches,289601e6,DF
788,Miles Robinson,DF,USA,29,1997,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,Matches,782a95d9,DF
790,Rodri,MF,Spain,29,1996,8.0,0.0,0.0,0.0,1.38,1.13,0.13,0.5,0.38,2.5,0.0,Matches,6434f10d,MF
795,Ricardo Rodríguez,DF,Switzerland,33,1992,5.7,0.0,0.0,0.0,1.93,0.35,0.0,3.33,0.7,1.23,0.0,Matches,7f78ad23,DF
798,Morgan Rogers,MF,England,23,2002,3.8,0.0,0.0,0.0,1.32,1.32,0.53,1.32,0.0,0.79,0.0,Matches,2e5915f1,MF
799,Cristian Romero,DF,Argentina,28,1998,6.8,0.29,0.0,0.0,1.32,0.44,0.0,0.0,1.62,1.47,0.0,Matches,a3d94a58,DF
800,Luis Romo,MF,Mexico,31,1995,2.9,0.0,0.0,0.0,0.34,1.03,0.0,0.34,1.38,1.38,0.0,Matches,e590bb10,MF
805,Antonio Rüdiger,DF,Germany,33,1993,2.9,0.0,0.0,0.0,0.34,0.0,0.0,1.03,0.0,0.0,0.0,Matches,18b896d6,DF
806,Fabián Ruiz Peña,MF,Spain,30,1996,3.6,0.0,0.0,0.0,0.28,0.83,0.0,2.5,1.11,0.83,0.0,Matches,c0c7ff58,MF
808,Julian Ryerson,DF,Norway,28,1997,2.5,0.0,0.0,0.0,2.4,0.4,0.0,6.0,0.0,3.2,0.0,Matches,009a4f60,DF
809,Elias Saad,MFFW,Tunisia,26,1999,1.3,0.0,0.0,0.0,0.77,2.31,0.77,1.54,0.0,0.77,0.0,Matches,78a2284f,MF
813,Marcel Sabitzer,MF,Austria,32,1994,4.0,0.25,0.0,0.0,0.5,0.75,0.25,7.75,1.5,0.5,0.0,Matches,e280527c,MF
814,Noah Sadiki,MF,Congo DR,21,2004,2.9,0.69,0.0,0.0,0.69,1.03,0.0,0.34,0.69,1.38,0.0,Matches,645481cc,MF
815,Michal Sadílek,MF,Czechia,27,1999,2.0,0.0,0.0,0.0,0.0,1.5,0.0,6.0,1.0,1.0,0.0,Matches,7c9fa389,MF
818,Bukayo Saka,MF,England,24,2001,4.0,0.0,0.0,0.0,1.0,2.25,1.0,5.25,0.25,1.75,0.0,Matches,bc7dc64d,MF
820,Anass Salah-Eddine,DF,Morocco,24,2002,2.4,0.0,0.0,0.0,1.25,0.83,0.0,1.25,0.0,2.08,0.0,Matches,0d274394,DF
821,Nathan Saliba,MF,Canada,22,2004,2.0,0.5,0.0,0.0,2.5,1.0,0.0,1.0,2.0,2.0,0.0,Matches,44cfc681,MF
822,William Saliba,DF,France,25,2001,5.3,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.13,0.0,0.0,Matches,972aeb2a,DF
825,Davinson Sánchez,DF,Colombia,30,1996,5.3,0.19,0.0,0.0,1.13,0.94,0.19,0.0,1.13,0.38,0.0,Matches,da7b447d,DF
826,Jorge Sánchez,DF,Mexico,28,1997,3.9,0.26,0.0,0.0,1.28,0.26,0.26,1.54,1.28,1.03,0.0,Matches,c8d1c3a5,DF
828,Leroy Sané,MF,Germany,30,1996,3.6,0.0,0.0,0.0,0.83,0.56,0.28,2.78,0.56,0.83,0.0,Matches,2b114be3,MF
829,Ibrahim Sangaré,MF,Côte d'Ivoire,28,1997,3.0,0.0,0.0,0.0,0.67,1.33,0.0,0.0,2.0,1.67,0.0,Matches,bced0375,MF
830,Kaishū Sano,MF,Japan,25,2000,3.0,0.33,0.0,0.0,1.33,0.33,0.0,0.33,1.33,0.67,0.0,Matches,7a7a6361,MF
832,Douglas Santos,DF,Brazil,32,1994,4.9,0.2,0.0,0.0,0.61,0.41,0.2,1.22,1.22,2.04,0.0,Matches,c50e5bba,DF
834,Ismaila Sarr,MFFW,Senegal,28,1998,4.0,0.0,0.0,0.0,0.25,2.25,0.5,0.5,0.5,0.25,0.0,Matches,bfdb33aa,MF
837,Joe Scally,DF,USA,23,2002,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,Matches,236f02cd,DF
841,Xaver Schlager,MF,Austria,28,1997,2.6,0.0,0.0,0.0,2.31,0.0,0.0,0.38,2.69,1.15,0.0,Matches,8f056768,MF
842,Nico Schlotterbeck,DF,Germany,26,1999,1.5,0.0,0.0,0.0,1.33,0.67,0.0,0.0,2.0,1.33,0.0,Matches,34e12499,DF
843,Romano Schmid,MFFW,Austria,26,2000,2.9,0.0,0.0,0.0,1.03,1.38,0.0,1.03,0.0,1.38,0.0,Matches,220ace7e,MF
847,Nicolas Seiwald,MF,Austria,25,2001,3.5,0.0,0.0,0.0,0.29,0.29,0.0,0.86,1.14,1.43,0.0,Matches,28c6e925,MF
848,Ayumu Seko,DF,Japan,26,2000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Matches,5c6a4059,DF
851,Nélson Semedo,DFMF,Portugal,32,1993,1.4,0.71,0.0,0.0,1.43,1.43,0.0,2.14,0.0,0.0,0.0,Matches,d04b94db,DF
853,Antoine Semenyo,MFFW,Ghana,26,2000,4.0,0.0,0.0,0.0,1.5,1.0,1.0,1.25,0.0,0.5,0.0,Matches,efd2ec23,MF
854,Marvin Senaya,DF,Ghana,25,2001,3.1,0.0,0.0,0.0,1.94,1.29,0.0,2.58,1.94,3.87,0.0,Matches,1d383c10,DF
855,Marcos Senesi,DF,Argentina,29,1997,1.2,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.67,0.0,0.0,Matches,35141f4c,DF
859,Paik Seung-ho,MF,Korea Republic,29,1997,2.3,0.43,0.0,0.0,0.43,0.87,0.0,0.43,0.43,0.0,0.0,Matches,1e1bea09,MF
861,Jacob Shaffelburg,MF,Canada,26,1999,1.0,0.0,0.0,0.0,2.0,1.0,0.0,18.0,2.0,1.0,0.0,Matches,339a2561,MF
862,Mohammed Abu Al-Shamat,MF,Saudi Arabia,23,2002,1.5,0.0,0.0,0.0,1.33,0.67,0.0,2.0,0.67,2.0,0.0,Matches,dd65e243,MF
869,Otabek Shukurov,MF,Uzbekistan,29,1996,2.6,0.0,0.0,0.0,0.77,1.92,0.0,0.38,0.0,0.77,0.0,Matches,62032a56,MF
870,Nkosinathi Sibisi,DF,South Africa,30,1995,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,932f8e2b,DF
871,Kwasi Sibo,MF,Ghana,27,1998,2.8,0.0,0.0,0.0,2.5,0.36,0.0,0.0,0.71,0.0,0.0,Matches,be834ad7,MF
872,Niko Sigur,MF,Canada,22,2003,1.4,0.71,0.0,0.0,3.57,0.71,0.0,3.57,0.0,0.71,0.0,Matches,5c56986b,MF
873,Bernardo Silva,MF,Portugal,31,1994,1.1,1.82,0.0,0.0,2.73,0.0,0.0,0.0,0.91,0.0,0.0,Matches,3eb22ec9,MF
878,Sarpreet Singh,MF,New Zealand,27,1999,2.3,0.43,0.0,0.0,0.87,0.87,0.0,3.04,0.0,0.43,0.0,Matches,4ba886c6,MF
879,Wilfried Singo,DF,Côte d'Ivoire,25,2000,1.9,0.0,0.0,0.0,1.58,0.53,0.0,0.53,2.11,0.0,0.0,Matches,8b609c34,DF
880,Sphephelo Sithole,MF,South Africa,27,1999,2.5,0.0,0.4,0.0,2.0,0.4,0.0,0.0,2.0,2.0,0.0,Matches,33bcd4b3,MF
881,Ellyes Skhiri,MFDF,Tunisia,31,1995,2.8,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.71,0.36,0.36,Matches,c2211709,MF
882,Alexandr Sojka,MFDF,Czechia,23,2003,1.6,0.0,0.0,0.0,0.0,1.25,0.0,3.75,1.25,0.63,0.0,Matches,765b7bfc,MF
884,Tomáš Souček,MF,Czechia,31,1995,1.5,0.0,0.0,0.0,2.0,0.67,1.33,0.67,0.67,0.0,0.0,Matches,6613c819,MF
885,Harry Souttar,DF,Australia,27,1998,4.3,0.23,0.0,0.0,1.86,0.23,0.0,0.0,0.93,0.0,0.0,Matches,0a6cb1b1,DF
886,Djibril Sow,MF,Switzerland,29,1997,2.8,0.0,0.0,0.0,1.79,1.43,0.0,1.07,0.71,0.36,0.0,Matches,4c6facae,MF
888,Djed Spence,DF,England,25,2000,4.5,0.0,0.0,0.0,0.67,1.11,0.0,1.33,1.11,2.22,0.0,Matches,9bc9a519,DF
889,Marko Stamenic,MF,New Zealand,24,2002,3.0,0.33,0.0,0.0,1.33,0.0,0.0,0.33,1.33,0.33,0.0,Matches,690d1049,MF
890,Josip Stanišić,DFMF,Croatia,26,2000,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.75,1.25,0.5,0.0,Matches,7ed08d5c,DF
894,John Stones,DF,England,32,1994,3.7,0.0,0.0,0.0,0.27,0.27,0.0,0.27,0.0,0.0,0.0,Matches,5eecec3d,DF
896,Elliot Stroud,MF,Sweden,23,2002,1.8,0.0,0.0,0.0,1.67,0.56,0.0,2.22,1.67,0.0,0.0,Matches,ff11bdec,MF
899,Petar Sučić,MFFW,Croatia,22,2003,3.2,0.31,0.0,0.0,2.19,1.88,0.31,1.25,0.31,0.63,0.0,Matches,23fb46ea,MF
900,Yukinari Sugawara,MF,Japan,25,2000,1.6,0.0,0.0,0.0,1.88,0.63,0.0,2.5,0.0,1.88,0.0,Matches,580bcd18,MF
903,Kamaldeen Sulemana,MFFW,Ghana,24,2002,1.4,0.0,0.0,0.0,1.43,0.71,0.71,2.86,0.71,1.43,0.0,Matches,a62f8bf1,MF
905,Ivan Šunjić,MF,Bosnia–Herz,29,1996,2.2,0.0,0.0,0.0,3.18,0.0,0.0,0.45,0.0,1.36,0.0,Matches,e18098de,MF
906,Finn Surman,DF,New Zealand,22,2003,3.0,0.0,0.0,0.0,1.33,0.67,0.0,0.0,1.33,0.33,0.0,Matches,016e419b,DF
907,Josip Šutalo,DF,Croatia,26,2000,4.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,1.5,1.0,0.0,Matches,33a6a650,DF
912,Daniel Svensson,DF,Sweden,24,2002,1.1,0.0,0.0,0.0,0.0,0.0,0.91,1.82,0.91,1.82,0.0,Matches,124c9382,DF
916,Lee Tae-seok,MF,Korea Republic,23,2002,1.3,0.0,0.0,0.0,2.31,0.77,0.0,6.15,0.0,2.31,0.0,Matches,32257cce,MF
917,Nicolás Tagliafico,DF,Argentina,33,1992,5.3,0.0,0.0,0.0,1.7,3.02,0.38,0.38,1.13,0.75,0.0,Matches,f0661424,DF
918,Jonathan Tah,DF,Germany,30,1996,4.1,0.0,0.0,0.0,1.22,0.24,0.0,0.24,0.24,0.73,0.0,Matches,bd142efb,DF
919,Benjamin Tahirovic,MF,Bosnia–Herz,23,2003,2.6,0.0,0.0,0.0,1.15,0.77,0.0,0.77,1.54,1.54,0.0,Matches,eb3022c3,MF
920,Zaid Tahseen,DF,Iraq,25,2001,1.7,0.59,0.0,0.0,1.76,1.18,0.0,0.0,0.0,0.59,0.0,Matches,f3380f7e,DF
921,Chemsdine Talbi,MF,Morocco,21,2005,2.0,0.0,0.0,0.0,0.0,0.5,0.0,4.5,1.0,1.0,0.0,Matches,47ce793b,MF
922,Montassar Talbi,DF,Tunisia,28,1998,3.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,1.67,0.67,0.0,Matches,a4a44eb0,DF
923,Hassan Al Tambakti,DF,Saudi Arabia,27,1999,2.4,0.0,0.0,0.0,0.0,0.42,0.0,0.0,1.25,1.25,0.42,Matches,6d78c320,DF
924,Ao Tanaka,MF,Japan,27,1998,2.1,0.0,0.0,0.0,2.86,0.95,0.0,0.0,0.48,2.86,0.0,Matches,1d36d6b6,MF
925,Shogo Taniguchi,DF,Japan,34,1991,2.6,0.38,0.0,0.0,0.77,0.38,0.0,0.0,0.38,0.0,0.0,Matches,828a9c47,DF
927,Aurélien Tchouaméni,MF,France,26,2000,4.0,0.25,0.0,0.0,1.0,0.75,0.0,0.5,1.5,3.5,0.0,Matches,4f255115,MF
928,Arthur Theate,DF,Belgium,26,2000,2.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.2,0.0,0.0,Matches,df8d6029,DF
936,Youri Tielemans,MF,Belgium,29,1997,5.3,0.0,0.0,0.0,1.32,1.89,0.19,2.83,0.38,1.13,0.0,Matches,56f7a928,MF
937,Kieran Tierney,MF,Scotland,29,1997,1.2,0.0,0.0,0.0,2.5,1.67,0.0,5.83,1.67,0.83,0.0,Matches,fce2302c,MF
939,Malik Tillman,MF,USA,24,2002,4.0,0.25,0.0,0.0,0.75,3.25,0.0,3.5,1.25,1.75,0.0,Matches,a5420709,MF
941,Takehiro Tomiyasu,DF,Japan,27,1998,2.0,0.0,0.0,0.0,2.5,1.0,0.0,1.0,1.0,0.5,0.0,Matches,b3af9be1,DF
950,Trézéguet,MF,Egypt,31,1994,1.8,0.0,0.0,0.0,1.67,1.11,0.0,1.11,0.56,0.0,0.0,Matches,3ae14ed1,MF
952,Leandro Trossard,MFFW,Belgium,31,1994,5.6,0.0,0.0,0.0,0.71,1.43,0.18,1.25,0.71,0.18,0.0,Matches,38ceb24a,MF
953,Auston Trusty,DF,USA,27,1998,1.1,0.0,0.0,0.0,1.82,0.0,0.0,1.82,3.64,0.91,0.0,Matches,cddf767b,DF
954,Axel Tuanzebe,DF,Congo DR,28,1997,4.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.25,0.5,0.0,Matches,2baec6ce,DF
957,Manuel Ugarte,MF,Uruguay,25,2001,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,0.5,0.0,Matches,c9817014,MF
959,Dayot Upamecano,DF,France,27,1998,7.3,0.0,0.0,0.0,0.96,0.55,0.0,0.0,2.05,1.64,0.0,Matches,d248cd8f,DF
960,Jakhongir Urozov,DF,Uzbekistan,22,2004,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,Matches,71210bed,DF
964,Yan Valery,DF,Tunisia,27,1999,2.8,0.0,0.0,0.0,1.43,0.0,0.36,2.5,1.43,0.36,0.0,Matches,531a4aa8,DF
965,Federico Valverde,MF,Uruguay,27,1998,2.6,0.0,0.0,0.0,0.38,0.0,0.0,4.23,1.15,0.77,0.0,Matches,0959c2a2,MF
966,Virgil van Dijk,DF,Netherlands,34,1991,4.3,0.0,0.0,0.0,0.47,0.47,0.0,0.0,0.7,0.23,0.0,Matches,e06683ca,DF
967,Hans Vanaken,MF,Belgium,33,1992,3.5,0.0,0.0,0.0,0.0,1.71,0.0,0.57,0.29,0.29,0.0,Matches,392a7aea,MF
968,Guillermo Varela,DF,Uruguay,33,1993,3.0,0.33,0.0,0.0,0.33,0.33,0.0,3.0,2.33,0.33,0.0,Matches,5c961282,DF
972,Ruben Vargas,MF,Switzerland,27,1998,3.2,0.0,0.0,0.0,1.88,1.88,0.63,7.19,0.63,0.63,0.0,Matches,6ecbddf6,MF
974,Johan Vásquez,DF,Mexico,27,1998,4.0,0.25,0.0,0.0,0.0,0.5,0.0,0.25,0.5,0.25,0.0,Matches,5eaed77a,DF
976,Renato Veiga,DF,Portugal,22,2003,5.0,0.4,0.0,0.0,1.0,0.6,0.0,0.0,1.2,0.2,0.0,Matches,fc8fcbd1,DF
977,Gustavo Velásquez,DF,Paraguay,35,1991,2.7,0.0,0.0,0.0,0.74,0.0,0.0,1.11,0.37,0.37,0.0,Matches,b99b4cf5,DF
979,Micky van de Ven,DFMF,Netherlands,25,2001,2.9,0.34,0.0,0.0,1.72,0.34,0.0,0.69,0.69,1.03,0.0,Matches,8fe2a392,DF
984,Pedro Vite,MF,Ecuador,24,2002,4.0,0.0,0.0,0.0,0.5,1.25,0.0,1.5,1.25,2.75,0.0,Matches,9c146b36,MF
985,Vitinha,MF,Portugal,26,2000,4.2,0.0,0.0,0.0,0.95,1.19,0.0,0.24,0.48,0.0,0.0,Matches,3b029691,MF
986,Nikola Vlašić,MF,Croatia,28,1997,2.1,0.0,0.0,0.0,2.38,0.0,0.95,1.43,0.48,0.95,0.0,Matches,aa8e289e,MF
987,Cristian Volpato,MF,Australia,22,2003,1.8,0.0,0.0,0.0,0.56,1.11,0.0,6.11,0.0,0.56,0.0,Matches,72f87f25,MF
992,Aaron Wan-Bissaka,DF,Congo DR,28,1997,3.9,0.0,0.0,0.0,0.26,0.26,0.26,1.54,1.79,1.03,0.0,Matches,9e525177,DF
993,Paul Wanner,MF,Austria,20,2005,2.6,0.0,0.0,0.0,1.54,0.77,0.0,0.38,0.77,0.38,0.0,Matches,cb64672e,MF
994,Tsuyoshi Watanabe,DF,Japan,29,1997,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,Matches,d5f5955a,DF
1000,Silvan Widmer,DF,Switzerland,33,1993,1.9,0.0,0.0,0.0,1.05,0.0,0.0,2.11,0.53,2.11,0.0,Matches,f68b64fc,DF
1001,Iñaki Williams,MFFW,Ghana,31,1994,1.4,0.71,0.0,0.0,1.43,0.71,0.71,2.86,0.71,0.0,0.0,Matches,6a99e0b1,MF
1002,Nico Williams,MF,Spain,23,2002,1.3,0.0,0.0,0.0,1.54,0.77,0.77,6.92,0.77,0.77,0.0,Matches,afdc14d7,MF
1005,Florian Wirtz,MF,Germany,23,2003,4.0,0.0,0.0,0.0,0.25,0.75,0.25,3.25,0.5,1.5,0.0,Matches,e7fcf289,MF
1011,Granit Xhaka,MF,Switzerland,33,1992,6.7,0.3,0.0,0.0,0.6,1.79,0.0,0.6,0.6,0.6,0.0,Matches,e61b8aee,MF
1013,Lamine Yamal,MFFW,Spain,18,2007,6.8,0.0,0.0,0.0,2.06,1.32,1.03,5.0,0.29,1.32,0.0,Matches,82ec26c1,MF
1016,John Yeboah,MF,Ecuador,25,2000,3.5,0.0,0.0,0.0,0.0,1.14,0.0,3.14,0.86,0.86,0.0,Matches,8dfdc6c3,MF
1018,Kenan Yıldız,MF,Türkiye,21,2005,2.4,0.0,0.0,0.0,0.83,1.67,0.0,2.5,0.42,0.83,0.0,Matches,d8cda243,MF
1019,Caleb Yirenkyi,MF,Ghana,20,2006,2.9,0.69,0.0,0.0,2.41,1.03,0.0,0.34,1.03,0.34,0.0,Matches,d40ce7b0,MF
1020,Seol Young-woo,MF,Korea Republic,27,1998,2.8,0.0,0.0,0.0,0.36,0.71,1.43,3.21,0.36,0.0,0.0,Matches,8e577e1d,MF
1024,İsmail Yüksek,MF,Türkiye,27,1999,1.5,0.0,0.0,0.0,1.33,0.0,0.0,0.0,1.33,3.33,0.0,Matches,6c5af908,MF
1026,Warren Zaïre-Emery,MF,France,20,2006,1.2,0.0,0.0,0.0,0.83,0.0,0.0,0.83,0.83,0.0,0.0,Matches,6b9960cf,MF
1027,Denis Zakaria,DF,Switzerland,29,1996,4.0,0.5,0.0,0.0,1.0,0.0,0.25,3.25,2.25,1.25,0.0,Matches,384d58d9,DF
1028,Jaroslav Zelený,MF,Czechia,33,1992,1.4,0.0,0.0,0.0,0.0,1.43,0.0,2.86,0.0,0.0,0.0,Matches,bc647827,MF
